2019-10-01 19:04:13,815 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Tue Oct 01 19:04:13 UTC 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2019-10-01 19:04:15,372 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2019-10-01 19:04:15,670 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2019-10-01 19:04:15,974 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2019-10-01 19:04:16,174 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:3e03dd8d1b38-37999-1569956656033-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2019-10-01 19:04:16,214 | INFO  | Listening for connections at: tcp://3e03dd8d1b38:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-10-01 19:04:16,215 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2019-10-01 19:04:16,235 | INFO  | Listening for connections at: amqp://3e03dd8d1b38:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-10-01 19:04:16,240 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2019-10-01 19:04:16,253 | INFO  | Listening for connections at: stomp://3e03dd8d1b38:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-10-01 19:04:16,254 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2019-10-01 19:04:16,258 | INFO  | Listening for connections at: mqtt://3e03dd8d1b38:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-10-01 19:04:16,264 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2019-10-01 19:04:16,523 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@7b8b43c7{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2019-10-01 19:04:16,578 | INFO  | Listening for connections at ws://3e03dd8d1b38:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2019-10-01 19:04:16,579 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2019-10-01 19:04:16,580 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:3e03dd8d1b38-37999-1569956656033-0:1) started | org.apache.activemq.broker.BrokerService | main
2019-10-01 19:04:16,583 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2019-10-01 19:04:16,588 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 51470 mb of usable space. - resetting to maximum available disk space: 51470 mb | org.apache.activemq.broker.BrokerService | main
2019-10-01 19:04:17,182 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2019-10-01 19:04:17,685 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2019-10-01 19:04:17,691 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2019-10-01 19:04:17,757 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2019-10-01 19:04:18,269 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2019-10-01 19:04:18,341 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2019-10-01 19:31:32,586 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Tue Oct 01 19:31:32 UTC 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2019-10-01 19:31:33,998 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2019-10-01 19:31:34,278 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2019-10-01 19:31:34,525 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2019-10-01 19:31:34,698 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:7c5029b3c860-37381-1569958294559-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2019-10-01 19:31:34,749 | INFO  | Listening for connections at: tcp://7c5029b3c860:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-10-01 19:31:34,754 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2019-10-01 19:31:34,767 | INFO  | Listening for connections at: amqp://7c5029b3c860:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-10-01 19:31:34,778 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2019-10-01 19:31:34,781 | INFO  | Listening for connections at: stomp://7c5029b3c860:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-10-01 19:31:34,782 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2019-10-01 19:31:34,797 | INFO  | Listening for connections at: mqtt://7c5029b3c860:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-10-01 19:31:34,798 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2019-10-01 19:31:34,962 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@7b8b43c7{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2019-10-01 19:31:35,079 | INFO  | Listening for connections at ws://7c5029b3c860:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2019-10-01 19:31:35,079 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2019-10-01 19:31:35,080 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:7c5029b3c860-37381-1569958294559-0:1) started | org.apache.activemq.broker.BrokerService | main
2019-10-01 19:31:35,082 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2019-10-01 19:31:35,091 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 51470 mb of usable space. - resetting to maximum available disk space: 51470 mb | org.apache.activemq.broker.BrokerService | main
2019-10-01 19:31:35,753 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2019-10-01 19:31:36,231 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2019-10-01 19:31:36,232 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2019-10-01 19:31:36,282 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2019-10-01 19:31:36,641 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2019-10-01 19:31:36,687 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2019-10-01 19:33:01,356 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Tue Oct 01 19:33:01 UTC 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2019-10-01 19:33:02,801 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2019-10-01 19:33:03,237 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2019-10-01 19:33:03,442 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2019-10-01 19:33:03,593 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:c0daf8702388-45779-1569958383461-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2019-10-01 19:33:03,650 | INFO  | Listening for connections at: tcp://c0daf8702388:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-10-01 19:33:03,654 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2019-10-01 19:33:03,677 | INFO  | Listening for connections at: amqp://c0daf8702388:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-10-01 19:33:03,680 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2019-10-01 19:33:03,689 | INFO  | Listening for connections at: stomp://c0daf8702388:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-10-01 19:33:03,692 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2019-10-01 19:33:03,712 | INFO  | Listening for connections at: mqtt://c0daf8702388:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-10-01 19:33:03,713 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2019-10-01 19:33:03,944 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@7b8b43c7{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2019-10-01 19:33:03,979 | INFO  | Listening for connections at ws://c0daf8702388:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2019-10-01 19:33:03,980 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2019-10-01 19:33:03,981 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:c0daf8702388-45779-1569958383461-0:1) started | org.apache.activemq.broker.BrokerService | main
2019-10-01 19:33:03,982 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2019-10-01 19:33:03,987 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 51470 mb of usable space. - resetting to maximum available disk space: 51470 mb | org.apache.activemq.broker.BrokerService | main
2019-10-01 19:33:04,664 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2019-10-01 19:33:05,204 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2019-10-01 19:33:05,205 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2019-10-01 19:33:05,277 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2019-10-01 19:33:05,751 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2019-10-01 19:33:05,860 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2019-10-02 21:04:35,663 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Wed Oct 02 21:04:35 UTC 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2019-10-02 21:04:37,388 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2019-10-02 21:04:37,690 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2019-10-02 21:04:37,948 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2019-10-02 21:04:38,096 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:0a2322553153-32823-1570050277966-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2019-10-02 21:04:38,149 | INFO  | Listening for connections at: tcp://0a2322553153:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-10-02 21:04:38,150 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2019-10-02 21:04:38,154 | INFO  | Listening for connections at: amqp://0a2322553153:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-10-02 21:04:38,159 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2019-10-02 21:04:38,164 | INFO  | Listening for connections at: stomp://0a2322553153:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-10-02 21:04:38,166 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2019-10-02 21:04:38,173 | INFO  | Listening for connections at: mqtt://0a2322553153:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-10-02 21:04:38,175 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2019-10-02 21:04:38,470 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@7b8b43c7{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2019-10-02 21:04:38,525 | INFO  | Listening for connections at ws://0a2322553153:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2019-10-02 21:04:38,525 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2019-10-02 21:04:38,526 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:0a2322553153-32823-1570050277966-0:1) started | org.apache.activemq.broker.BrokerService | main
2019-10-02 21:04:38,535 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2019-10-02 21:04:38,546 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 51469 mb of usable space. - resetting to maximum available disk space: 51469 mb | org.apache.activemq.broker.BrokerService | main
2019-10-02 21:04:39,314 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2019-10-02 21:04:39,882 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2019-10-02 21:04:39,882 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2019-10-02 21:04:40,000 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2019-10-02 21:04:40,488 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2019-10-02 21:04:40,567 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2019-10-07 19:32:59,678 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Mon Oct 07 19:32:59 UTC 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2019-10-07 19:33:02,144 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2019-10-07 19:33:02,816 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2019-10-07 19:33:03,087 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2019-10-07 19:33:03,281 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:2bc0034935e7-43149-1570476783130-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2019-10-07 19:33:03,363 | INFO  | Listening for connections at: tcp://2bc0034935e7:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-10-07 19:33:03,368 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2019-10-07 19:33:03,415 | INFO  | Listening for connections at: amqp://2bc0034935e7:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-10-07 19:33:03,417 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2019-10-07 19:33:03,422 | INFO  | Listening for connections at: stomp://2bc0034935e7:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-10-07 19:33:03,434 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2019-10-07 19:33:03,438 | INFO  | Listening for connections at: mqtt://2bc0034935e7:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-10-07 19:33:03,461 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2019-10-07 19:33:03,952 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@7b8b43c7{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2019-10-07 19:33:04,118 | INFO  | Listening for connections at ws://2bc0034935e7:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2019-10-07 19:33:04,118 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2019-10-07 19:33:04,120 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:2bc0034935e7-43149-1570476783130-0:1) started | org.apache.activemq.broker.BrokerService | main
2019-10-07 19:33:04,130 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2019-10-07 19:33:04,143 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 51335 mb of usable space. - resetting to maximum available disk space: 51335 mb | org.apache.activemq.broker.BrokerService | main
2019-10-07 19:33:05,480 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2019-10-07 19:33:06,271 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2019-10-07 19:33:06,272 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2019-10-07 19:33:06,372 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2019-10-07 19:33:07,243 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2019-10-07 19:33:07,408 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2019-10-07 19:52:20,871 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Mon Oct 07 19:52:20 UTC 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
